iteration	loss	baseline	error	formula	error	
29	1.16033876	0.18363340	0.18353511	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
30	0.59776992	0.18286586	0.16828254	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
31	0.28542760	0.18062031	0.13795510	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
32	0.68454945	0.17937019	0.15561783	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
33	0.92166120	0.17967649	0.18549633	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
34	0.66724771	0.17997755	0.18569764	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
35	0.64412862	0.17936951	0.16781691	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
36	0.46509272	0.17845735	0.16112627	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
37	0.56884652	0.17782854	0.16588119	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
38	1.19861972	0.17843901	0.19003814	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
39	0.84552473	0.17947906	0.19924009	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
40	0.24515767	0.17749177	0.13973327	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
41	0.58136952	0.17768647	0.18138596	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
42	0.66766953	0.17763227	0.17660256	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
