iteration	loss	baseline	error	formula	error	
19	0.00462401	0.08341839	0.08452406	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
20	0.00790689	0.08339934	0.08303737	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
21	0.00392365	0.08344936	0.08439987	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
22	0.00429181	0.08356418	0.08574576	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
23	0.01328390	0.08353916	0.08306371	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
24	0.00358166	0.08355759	0.08390782	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
25	0.00890356	0.08361883	0.08478262	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
26	0.00530879	0.08371309	0.08550408	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
27	0.00817886	0.08376589	0.08476911	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
28	0.01403297	0.08362695	0.08098712	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
